,0
0,2881.023968302179
1,-13364.073183365399
2,22347.440793504473
3,28895.951171971392
4,2942.251356757479
5,-15836.624885580735
6,-4224.0910538272
7,7343.881939000683
8,3052.079250339186
9,5068.895265928702
10,-6390.773883641465
11,-18923.79294089414
12,-15620.917735470692
13,17330.317549294094
14,2908.9957582971547
15,7472.977765123593
16,2217.682591970777
17,2479.076151783811
18,5461.593375746859
19,7302.38152481406
20,-7466.1443743780255
21,2014.9131108496804
22,-26298.46176595264
23,-3956.756077546859
24,13632.274054498877
25,2531.655873344047
26,251.40203510411084
27,7236.8976811009925
28,15823.339454250876
29,8515.767789919162
30,9183.948409589473
31,-5502.964162900578
32,6737.280592232943
33,1145.1196009893902
34,-4981.120108571602
35,12453.321633714717
36,-6830.430819883943
37,-5209.844084051438
38,-333.15821107360534
39,3551.9916961479466
40,-13542.243860378163
41,-2033.4537385161966
42,11672.407729898114
43,37.081231601769105
44,4203.62765361066
45,-2788.203846772434
46,-5757.796936851228
47,1613.716441866709
48,5258.779070560355
49,374.7542534393724
50,-3832.4525491946843
51,-647.3443478194531
52,18588.46277786349
53,-16803.815548154293
54,-11345.454094829503
55,-816.7552465638146
56,-12075.111881352728
57,1391.104003433371
58,-22451.029436168727
59,13841.693367810687
60,6364.110599746229
61,6212.643139852444
